frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id75,id80,id81,id82,id83,id85,id86,id87,id101,id105,id109,id111,id115,id118,id119,id120,id124,id127,id134,id137,id140,id144,id145,id146,id147,id150,id152,id153,id154,id158,id159,id166,id167,id171,id172,id173,id176,id177,id179,id185,id188,id190,id198,id200,id201,id203,id211,id212,id215,id216,id217,id218,id219,id221,id228,id229,id230,id233,id236,id242,id249,id253,id255,id258,id262,id264,id268
50,,"(217.35, 275.58)",,,,"(211.51, 251.88)",,"(553.20, 140.39)","(432.93, 189.17)",,,"(687.99, 204.77)",,,"(306.83, 330.75)","(615.48, 361.69)","(599.16, 216.53)",,,,,,,,,,"(428.41, 365.47)",,,,,,"(328.32, 300.47)",,,,,,,,,,"(87.49, 232.68)",,,,"(549.63, 334.07)",,,,,,,,,,,"(354.20, 329.89)","(448.57, 352.48)",,,,,"(152.40, 279.85)",,,,"(619.79, 204.25)","(567.23, 274.35)","(710.03, 165.90)",,,"(60.83, 183.41)",,"(708.30, 362.48)",,,"(699.57, 306.06)","(171.32, 188.31)",,,,"(464.90, 360.04)",,,"(322.53, 232.77)","(561.45, 292.03)",,"(729.55, 328.34)","(49.40, 230.94)","(42.23, 234.10)",,"(73.56, 315.26)","(86.78, 332.42)","(440.01, 365.87)","(193.50, 181.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"(217.61, 276.06)",,,,"(210.31, 249.58)",,"(554.56, 139.27)","(432.21, 185.61)",,,"(686.10, 202.61)",,,"(308.96, 329.36)","(616.41, 359.32)","(597.90, 214.34)",,,,,,,,,,,,,,,,"(332.19, 300.19)",,,,,,,,,,"(86.47, 229.77)",,,,"(549.77, 333.74)",,,,,,,,,,,"(354.19, 329.84)","(448.89, 351.77)",,,,,"(153.01, 278.90)",,,,"(619.82, 203.05)","(564.02, 276.02)","(709.53, 162.83)",,,"(58.41, 180.49)",,"(708.30, 362.52)",,,"(701.78, 306.62)","(169.47, 184.40)","(46.06, 214.99)",,,"(463.14, 357.18)",,,"(323.43, 231.33)","(559.35, 292.43)",,"(731.58, 325.40)","(48.61, 226.80)","(41.95, 234.15)",,"(74.16, 311.66)","(87.06, 328.44)","(439.88, 366.87)","(193.39, 181.62)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"(219.33, 276.91)",,,,"(208.26, 247.16)",,"(555.56, 137.99)","(432.31, 182.46)",,,"(684.76, 200.39)",,,"(311.23, 328.00)","(616.34, 355.83)","(597.16, 211.92)",,,,,,,,,,,,,,,,"(335.68, 300.17)",,,,,,,,,,"(86.01, 226.67)",,,,"(550.21, 333.34)",,,,,,,,,,,"(354.22, 329.85)","(448.71, 349.46)",,,,,"(153.09, 277.14)",,,,"(619.35, 200.55)","(561.53, 278.66)","(709.01, 159.65)",,,"(56.33, 176.46)",,"(708.48, 362.46)",,,"(704.70, 307.23)","(167.57, 182.03)","(45.10, 211.05)",,,"(461.39, 354.65)",,,"(324.32, 229.51)","(556.89, 292.24)",,"(734.03, 322.70)","(49.04, 222.52)","(41.87, 234.29)",,"(74.12, 307.98)","(87.09, 324.81)","(440.30, 366.96)","(193.13, 181.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"(219.59, 277.86)",,,,"(207.24, 244.13)",,"(556.24, 136.46)","(431.64, 178.74)",,,"(682.34, 199.23)",,,"(312.49, 326.99)","(616.47, 352.18)","(596.96, 209.55)",,,,,,,,,,,,,,,,"(339.92, 299.26)",,,,,,,,,,"(85.83, 223.15)",,,,"(550.61, 332.33)",,,,,,,,,,,"(354.37, 329.92)","(448.79, 347.38)",,,,,"(152.95, 275.01)",,,,"(618.46, 197.67)","(559.34, 279.78)","(708.39, 156.19)",,,"(54.02, 173.56)",,"(708.39, 362.43)",,,"(707.02, 307.27)","(168.74, 182.25)","(44.62, 207.01)",,,"(459.52, 352.64)",,,"(325.33, 228.37)","(555.22, 291.73)",,"(736.29, 320.42)","(48.06, 218.56)","(41.71, 234.25)",,"(74.79, 304.18)","(86.90, 321.96)","(440.69, 367.19)","(193.71, 180.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"(220.15, 278.71)",,,,"(205.21, 240.91)",,"(555.95, 134.11)","(431.65, 175.45)",,,"(680.96, 197.86)",,,"(313.47, 326.38)","(616.40, 348.60)","(596.59, 206.77)",,,,,,,,,,,,,,,,"(342.21, 299.39)",,,,,,,,,,"(85.73, 219.36)",,,,"(551.05, 331.26)",,,,,,,,,,,"(354.46, 329.86)","(448.10, 346.18)",,,,,"(153.42, 272.48)",,,,"(618.49, 194.73)","(558.51, 280.61)","(707.44, 153.21)",,,"(52.47, 169.86)","(484.32, 198.45)","(708.37, 362.48)",,,"(710.10, 307.19)",,"(43.23, 202.91)",,,"(457.41, 351.22)",,,"(326.33, 227.05)","(553.61, 291.03)",,"(738.56, 317.91)","(49.13, 213.72)","(42.09, 234.17)",,"(74.69, 300.11)","(86.38, 318.55)","(440.31, 366.49)","(193.97, 179.96)",,,"(219.53, 260.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"(220.13, 280.46)",,,,"(204.12, 237.40)",,"(555.55, 131.06)","(431.26, 171.63)",,,"(680.01, 197.29)",,,"(314.20, 326.27)","(615.82, 344.64)","(596.66, 204.45)",,,,,,,,,,,,,,,,"(344.21, 299.45)",,,,,,,,,,"(86.15, 215.39)",,,,"(551.65, 330.85)",,,,,,,,,,,"(354.49, 329.84)","(447.04, 345.11)",,,,,"(154.23, 270.49)",,,,"(618.33, 191.96)","(557.30, 281.68)","(707.08, 150.03)",,,"(49.51, 166.55)","(484.52, 194.29)","(708.46, 362.63)",,,"(713.18, 307.20)",,"(42.88, 198.71)",,,"(455.36, 348.93)",,,"(327.06, 225.61)","(552.13, 289.89)",,"(740.18, 315.76)","(49.21, 210.06)","(42.14, 234.08)",,"(75.24, 296.37)","(85.83, 315.38)","(437.70, 366.39)","(193.88, 180.41)",,,"(217.55, 258.58)","(335.98, 280.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"(221.57, 281.91)",,,,"(202.07, 235.35)",,"(555.32, 127.46)","(431.20, 168.60)",,,"(679.62, 196.01)",,,"(315.35, 326.04)","(616.24, 340.42)","(596.11, 202.24)",,,,,,,,,,,,,,,,"(346.93, 299.60)",,,,,,,,,,"(86.22, 211.66)",,,,"(552.41, 330.25)",,,,,,,,,,,"(354.49, 329.76)","(446.51, 343.43)",,,,,"(155.58, 267.94)",,,,"(618.00, 187.96)","(557.23, 282.12)","(706.13, 146.91)",,,"(47.59, 163.01)","(484.59, 190.63)","(708.58, 362.70)",,,"(716.17, 307.94)",,"(42.02, 194.66)",,,"(454.19, 348.06)",,,"(327.43, 224.67)","(552.22, 287.35)",,"(741.99, 313.01)","(49.12, 206.08)","(42.26, 234.34)",,"(76.17, 292.45)","(85.30, 312.87)","(439.43, 366.27)","(194.24, 181.11)","(697.03, 365.54)",,"(216.33, 256.77)","(336.00, 280.96)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"(221.65, 283.08)",,,,"(200.67, 232.35)",,"(554.97, 123.99)","(430.78, 165.19)",,,"(679.79, 194.92)",,,"(315.38, 326.09)","(616.79, 336.50)","(596.12, 199.66)",,,,,,,,,,,,,,,,"(348.82, 299.91)",,,,,,,,,,"(86.32, 207.87)",,,,"(553.14, 329.89)",,,,,,,,,,,"(354.62, 329.78)","(444.77, 341.26)",,,,,"(157.27, 266.31)",,,,"(617.72, 184.70)","(557.06, 282.33)","(705.80, 143.42)",,,"(44.95, 160.76)","(484.87, 186.72)","(708.74, 362.68)",,,"(719.37, 308.53)",,"(41.58, 190.89)",,,"(452.30, 346.52)",,,"(327.78, 224.27)","(551.53, 285.22)",,"(742.64, 309.31)","(49.24, 201.86)","(42.38, 234.29)",,"(77.30, 288.66)","(84.55, 310.43)","(437.28, 366.17)","(194.34, 181.18)","(697.12, 363.89)",,"(214.41, 255.55)","(335.89, 279.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"(221.87, 284.31)",,,,"(198.85, 229.63)",,"(554.79, 120.43)","(430.89, 161.65)",,,"(679.29, 194.06)","(177.17, 165.65)",,"(315.33, 326.09)","(616.53, 333.02)","(595.99, 196.84)",,,,,,,,,,,,,,,,"(350.82, 300.60)",,,,,,,,,,"(86.01, 205.49)",,,,"(555.10, 328.86)",,,,,,,,,,,"(354.49, 329.87)","(443.79, 339.13)",,,,,"(159.06, 264.13)",,,,"(617.85, 181.13)","(556.40, 282.14)","(704.69, 139.91)",,,"(43.11, 157.73)","(485.35, 182.42)","(709.20, 362.58)",,,"(722.93, 309.28)",,"(40.42, 186.49)",,,"(451.27, 346.60)",,,"(327.85, 224.22)","(549.87, 281.92)",,"(743.15, 305.76)","(50.84, 198.27)","(42.41, 234.26)",,"(77.89, 284.76)","(83.28, 307.31)","(437.35, 365.71)","(194.41, 181.17)","(696.79, 363.09)",,"(213.31, 253.79)","(335.88, 278.42)","(320.55, 363.49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"(221.75, 285.57)",,,,"(197.59, 226.03)",,"(553.89, 116.76)","(431.07, 158.19)",,,"(679.15, 192.71)","(176.37, 162.33)",,"(315.33, 326.09)","(616.48, 329.35)","(596.47, 194.12)",,,,,,,,,,,,,,,,"(352.37, 301.42)",,,,,,,,,,"(84.74, 203.07)",,,,"(556.25, 328.00)",,,,,,,,,,,"(354.49, 329.91)","(442.68, 337.23)",,,,,"(160.87, 262.44)",,,,"(617.70, 178.17)","(556.53, 281.90)","(704.18, 135.96)",,,"(41.00, 154.75)","(485.60, 178.03)","(709.57, 362.64)",,,"(724.57, 309.50)",,"(39.78, 182.83)",,,"(451.91, 346.32)",,,"(327.82, 224.22)","(549.88, 279.42)",,"(744.71, 301.73)","(52.54, 195.04)","(42.44, 234.28)",,"(78.89, 281.32)","(82.02, 303.96)","(437.19, 365.60)","(194.44, 181.19)","(696.17, 360.19)",,"(211.83, 251.83)","(337.27, 275.73)","(320.63, 363.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"(221.38, 286.84)",,,,"(196.36, 223.06)",,"(553.24, 112.25)","(431.64, 154.62)",,,"(679.21, 190.39)","(176.04, 159.46)",,"(315.36, 326.10)","(616.76, 326.04)","(597.28, 192.25)",,,,,,,,,,,,,,,,"(353.91, 302.32)",,,,,,,,,,"(82.46, 201.05)",,,,"(558.06, 327.03)",,,,,,,,,,,"(354.53, 329.93)","(441.64, 335.21)",,,,,"(162.57, 260.88)",,,,"(617.52, 174.86)","(556.90, 281.88)","(703.39, 133.00)",,,"(39.50, 151.72)","(486.04, 173.89)","(710.09, 362.52)",,,"(727.78, 310.12)",,"(38.86, 179.19)",,,"(451.87, 346.33)",,,"(328.00, 224.32)","(549.55, 277.61)",,"(745.26, 298.56)","(54.04, 191.88)","(42.50, 234.36)",,"(79.77, 278.19)","(80.70, 301.73)","(436.19, 366.57)","(194.25, 181.41)","(696.44, 357.63)",,"(210.46, 249.16)","(338.13, 273.68)","(321.03, 363.59)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"(221.14, 287.79)",,,,"(195.84, 219.31)",,"(552.73, 108.15)","(432.19, 151.02)",,,"(679.44, 187.91)","(175.47, 156.09)",,"(315.42, 326.05)","(616.78, 322.35)","(598.35, 189.63)",,,,,,,,,,,,,,,,"(355.01, 304.19)",,,,,,,,,,"(80.06, 199.22)",,,,"(559.50, 325.68)",,,,,,,,,,,"(354.51, 329.89)","(440.89, 333.48)",,,,,"(164.83, 259.12)",,,,"(617.42, 171.10)","(556.94, 281.90)","(703.27, 129.63)",,,"(37.20, 149.40)","(486.17, 170.07)","(710.08, 362.48)",,,"(730.63, 310.34)",,"(38.44, 176.16)",,,"(450.04, 345.92)",,,"(328.08, 224.22)","(549.17, 275.62)",,"(746.88, 295.45)","(56.23, 188.16)","(42.49, 234.45)",,"(80.71, 275.60)","(79.77, 299.73)","(434.80, 366.03)","(194.29, 181.40)","(696.19, 354.85)",,"(209.05, 245.85)","(338.67, 271.58)","(321.03, 363.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"(219.71, 289.20)",,,,"(195.27, 216.16)",,"(552.36, 104.16)","(432.28, 147.82)",,,"(679.47, 184.96)","(174.56, 153.23)",,"(315.46, 326.07)","(616.46, 318.84)","(599.21, 187.02)",,,,,,,,,,,,,,,,"(355.21, 305.27)",,,,,,,,,,"(77.73, 197.77)",,,,"(560.84, 323.71)",,,,,,,,,,,"(354.49, 329.90)","(439.60, 332.09)",,,,,"(167.46, 256.96)",,,,"(617.59, 167.73)","(556.61, 281.49)","(702.90, 126.28)",,,"(35.59, 147.08)","(486.59, 165.63)","(709.97, 362.31)",,,"(733.93, 310.89)",,"(37.71, 172.90)",,,"(448.54, 345.21)",,,"(328.09, 224.14)","(548.97, 273.83)",,"(747.70, 292.65)","(58.35, 184.88)","(42.46, 234.49)",,"(81.77, 272.16)","(78.86, 297.66)","(434.12, 365.93)","(194.39, 181.13)","(696.37, 351.70)",,"(207.52, 243.26)","(339.61, 269.44)","(321.19, 363.87)","(422.05, 305.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"(218.10, 290.00)",,,,"(194.94, 212.40)",,"(551.98, 100.40)","(433.02, 144.57)",,,"(679.40, 181.25)","(172.77, 150.43)",,"(315.51, 326.01)","(616.74, 315.30)","(599.67, 184.45)",,,,,,,,,,,,,,,,"(355.13, 306.55)",,,,,,,,,,"(74.41, 196.47)",,,,"(563.18, 321.84)",,,,,,,,,,,"(354.43, 329.79)","(438.57, 329.53)",,,,,"(169.46, 255.28)",,,,"(617.94, 164.52)","(556.48, 279.88)","(702.98, 122.54)",,,"(33.66, 145.60)","(486.73, 162.00)","(709.90, 362.55)",,,"(736.05, 311.37)",,"(37.34, 170.47)",,,"(446.13, 343.68)",,,"(327.99, 224.12)","(549.42, 272.58)",,"(748.12, 289.41)","(60.88, 182.04)","(42.36, 234.44)",,"(83.00, 269.23)","(77.29, 295.08)","(433.90, 365.40)","(194.31, 180.48)","(696.59, 348.35)",,"(206.64, 240.31)","(340.02, 267.04)","(321.83, 364.07)","(421.70, 302.49)","(153.53, 161.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"(216.37, 291.33)",,,,"(194.59, 208.97)",,"(551.51, 95.95)","(433.29, 141.02)",,,"(679.36, 177.39)","(171.60, 147.85)",,"(315.41, 326.02)","(616.80, 311.65)","(600.56, 182.23)",,,,,,,,,,,,,,,,"(355.18, 307.60)",,,,,,,,,,"(71.17, 195.86)",,,,"(565.63, 320.16)",,,,,,,,,,,"(354.46, 329.83)","(436.33, 326.42)",,,,,"(171.49, 253.17)",,,,"(617.74, 161.48)","(555.84, 277.26)","(703.13, 119.80)",,,"(31.94, 144.08)","(486.85, 158.25)","(710.32, 362.54)",,,"(738.71, 312.41)",,"(36.37, 168.19)",,,"(444.01, 342.22)",,,"(327.99, 224.11)","(550.21, 272.64)",,"(749.00, 286.24)","(61.90, 178.89)","(42.36, 234.72)",,"(83.66, 266.10)","(75.58, 292.70)",,"(194.84, 179.05)","(696.36, 344.80)",,"(204.75, 237.13)","(340.81, 264.55)","(322.48, 364.32)","(421.76, 299.69)","(152.86, 159.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,"(195.28, 205.44)",,"(550.83, 92.07)","(433.88, 137.67)",,,"(679.50, 173.49)","(169.45, 144.72)",,"(315.47, 326.02)","(617.16, 308.87)","(600.95, 180.03)",,,,,,,,,,,,,,,,"(355.12, 308.27)",,,,,,,,,,"(68.60, 195.65)",,,,"(568.35, 318.34)",,,,,,,,,,,"(354.48, 329.84)","(434.80, 322.08)",,,,,"(173.81, 250.74)",,,,"(618.22, 158.09)","(555.48, 275.83)","(703.62, 116.41)",,,"(30.86, 142.56)","(486.87, 154.30)","(711.04, 362.34)",,,"(740.44, 313.00)",,"(36.08, 166.70)",,,"(441.22, 340.79)",,,"(328.11, 224.09)","(551.30, 272.82)",,"(749.70, 283.15)","(62.88, 175.92)","(42.36, 234.72)",,"(84.73, 262.59)","(74.54, 290.48)",,"(195.33, 178.19)","(697.53, 341.88)",,"(203.34, 234.27)","(341.59, 262.43)","(322.83, 364.24)","(421.34, 296.62)","(152.92, 158.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,"(195.89, 202.10)",,"(550.61, 88.50)","(434.14, 135.02)",,,"(679.44, 169.47)","(167.86, 142.04)",,"(315.55, 326.02)","(617.70, 306.48)","(601.93, 177.06)",,,,,,,,,,,,,,,,"(355.17, 309.15)",,,,,,,,,,"(66.09, 195.48)",,,,"(571.06, 316.57)",,,,,,,,,,,"(354.49, 329.90)","(433.02, 319.40)",,,,,"(176.05, 248.49)",,,,"(618.31, 154.07)","(553.97, 274.63)","(703.44, 113.38)",,,"(29.88, 141.10)","(487.11, 150.32)","(712.61, 362.45)",,,"(742.56, 313.88)",,"(35.78, 165.73)",,,"(439.48, 339.49)",,,"(328.09, 223.98)",,,"(750.05, 280.48)","(62.98, 171.81)","(42.45, 234.82)",,"(85.60, 258.98)","(72.95, 287.81)",,"(196.36, 176.47)","(698.16, 337.93)",,"(201.90, 231.12)","(342.32, 259.47)","(323.16, 364.35)","(421.15, 294.02)","(152.69, 157.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,"(196.92, 198.21)",,"(550.22, 84.61)","(434.70, 132.36)",,,"(679.30, 165.45)",,,"(316.06, 325.70)","(618.49, 304.29)","(602.25, 174.78)",,,,,,,,,,,,,,,,"(355.26, 309.17)",,,,,,,,,,"(64.06, 194.61)",,,,"(574.02, 314.54)",,,,,,,,,,,"(354.49, 329.89)","(432.00, 316.77)",,,,,"(178.20, 246.69)",,,,"(618.40, 151.29)","(554.11, 274.37)","(703.09, 109.69)",,,,"(486.94, 146.46)","(714.30, 362.67)",,,"(743.91, 313.79)",,"(35.66, 165.31)",,,"(437.48, 338.02)",,,"(328.04, 223.97)",,,"(749.89, 277.72)","(62.92, 168.23)","(42.65, 235.13)",,"(86.11, 254.96)","(71.50, 284.53)",,"(197.10, 173.84)","(699.55, 334.63)",,"(200.15, 227.91)","(343.72, 257.08)","(323.42, 364.11)","(420.67, 292.26)","(152.08, 155.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,"(198.43, 194.98)",,"(549.71, 80.61)","(435.49, 128.25)",,,"(679.55, 161.44)",,,"(317.37, 325.57)","(619.50, 302.18)","(602.39, 172.24)",,,,,,,,,,,,,,,,"(355.13, 309.24)",,,,,,,,,,"(62.61, 193.88)",,,,"(575.75, 311.65)",,,,,,,,,,,"(354.45, 329.90)","(429.69, 313.77)",,,,,"(180.54, 244.67)",,,,"(618.41, 147.56)","(554.60, 273.85)","(702.55, 106.72)",,,,"(486.65, 143.09)","(716.80, 362.49)",,,"(745.57, 313.62)",,,,,"(435.04, 336.30)",,,"(328.02, 223.97)",,,"(749.37, 275.41)","(62.27, 164.50)","(42.62, 235.08)",,"(86.51, 251.09)","(69.83, 281.03)",,"(198.61, 171.08)","(699.80, 331.11)",,"(198.16, 224.42)","(344.27, 254.38)","(323.52, 364.27)","(420.30, 290.23)","(152.50, 153.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,"(198.98, 191.97)",,"(549.62, 77.16)","(436.26, 124.77)",,,"(679.33, 157.59)",,,"(318.83, 325.13)","(620.49, 300.29)","(602.78, 170.15)",,,,,,,,,,,,,,,,"(355.04, 309.19)",,,,,,,,,,"(62.76, 193.89)",,,,"(576.71, 309.07)",,,,,,,,,,,"(354.45, 329.89)","(428.61, 311.52)",,,,,"(181.88, 243.29)",,,,"(619.35, 143.77)","(554.41, 272.45)","(702.68, 103.18)",,,,"(486.60, 138.77)","(718.44, 363.19)",,,"(746.97, 312.88)",,,,,"(432.53, 334.91)",,,"(328.04, 223.94)",,,"(748.88, 272.29)","(62.11, 161.23)","(42.58, 234.93)",,"(87.26, 247.45)","(68.86, 277.71)",,"(199.41, 168.24)","(700.26, 326.95)",,"(196.35, 221.37)","(344.92, 252.15)","(323.61, 364.37)","(419.48, 287.61)","(153.05, 150.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,"(200.08, 189.93)",,"(549.06, 73.55)","(436.44, 122.19)",,,"(679.24, 153.51)",,,"(320.27, 325.19)","(620.50, 298.30)","(602.70, 168.58)",,,,,,,,,,,,,,,,"(355.00, 309.10)",,,,,,,,,,"(62.60, 193.85)",,,,"(577.22, 306.03)",,,,,,,,,,,"(354.54, 329.98)","(427.68, 309.60)",,,,,"(183.39, 242.47)",,,,"(619.76, 140.76)","(555.59, 268.81)","(702.68, 100.03)",,,,"(486.30, 135.49)","(720.28, 363.93)",,,"(748.00, 311.45)",,,,,"(430.48, 334.44)",,,"(328.03, 223.91)",,,"(747.96, 269.05)","(61.90, 157.28)","(42.69, 234.84)",,"(88.39, 243.42)","(68.08, 274.58)",,"(200.91, 164.75)","(698.07, 324.55)",,"(195.38, 218.19)","(345.70, 251.08)","(323.63, 364.40)","(418.98, 285.07)","(153.50, 147.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,"(200.90, 187.42)",,"(549.11, 70.47)","(436.68, 119.55)",,,"(679.36, 149.78)",,,"(320.65, 325.08)","(620.53, 297.39)","(602.97, 167.50)",,,,,,,,,,,,,,,,"(354.58, 310.12)",,,,,,,,,,"(62.73, 193.89)",,,,"(578.40, 303.59)",,,,,,,,,,,"(354.55, 329.88)","(427.14, 308.61)",,,,,"(183.48, 242.24)",,,,"(619.73, 137.84)","(553.53, 263.82)","(702.87, 96.84)",,,,"(486.26, 131.52)","(721.88, 364.57)",,,"(748.49, 310.28)",,,,,"(428.32, 334.20)",,,"(328.02, 223.92)",,,"(746.81, 265.76)","(62.14, 153.15)","(42.53, 234.53)",,"(88.96, 239.74)","(67.65, 271.22)",,"(202.14, 161.17)","(696.75, 321.97)",,"(193.54, 215.22)","(346.38, 249.15)","(323.95, 364.37)","(418.50, 282.95)","(153.92, 144.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,"(201.63, 185.23)",,"(548.74, 67.69)","(437.79, 116.35)",,,"(679.35, 146.11)",,,"(321.15, 325.17)","(619.85, 296.90)","(602.96, 167.32)",,,,,,,,,,,,,,,,"(354.44, 312.40)",,,,,,,,,,"(61.35, 193.01)",,,,"(579.25, 301.07)",,,,,,,,,,,"(354.52, 329.84)","(427.28, 307.65)",,,,,"(183.50, 242.19)",,,,"(619.88, 134.66)","(553.49, 259.51)","(702.81, 93.94)",,,,"(485.66, 127.67)","(723.74, 364.90)",,,"(749.41, 308.78)",,,,,"(426.00, 334.20)",,,"(328.00, 223.90)",,,"(745.92, 262.27)","(61.67, 148.70)","(42.75, 234.03)",,"(89.54, 235.97)","(67.16, 267.84)",,"(203.70, 157.19)","(695.05, 319.49)",,"(192.67, 212.15)","(347.57, 246.66)","(324.12, 364.33)","(418.68, 280.86)","(154.74, 141.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,"(202.03, 184.35)",,"(548.70, 65.46)","(438.01, 113.06)",,,"(679.42, 142.41)",,"(434.47, 365.42)","(321.13, 325.05)","(619.10, 296.71)","(603.01, 167.29)",,,,,,,,,,,,,,,,"(353.83, 315.41)",,,,,,,,,,"(59.39, 190.62)",,,,"(580.52, 297.77)",,,,,,,,,,,"(354.54, 329.79)","(426.38, 306.50)",,,,,"(183.50, 242.19)",,,,"(620.24, 132.07)","(553.21, 255.21)","(702.64, 91.14)",,,,"(485.04, 124.41)","(725.39, 365.01)",,,"(749.60, 307.66)",,,,,"(424.41, 333.88)",,,"(328.00, 223.96)",,,"(745.68, 258.85)","(61.82, 145.07)","(43.10, 232.06)",,"(90.08, 232.67)","(66.72, 264.06)",,"(204.68, 152.56)","(692.54, 316.80)",,"(190.67, 209.15)","(348.23, 244.73)","(325.11, 364.31)","(418.54, 278.13)","(156.39, 138.52)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,"(202.21, 183.63)",,"(548.71, 63.70)","(438.84, 109.75)",,,"(679.63, 138.61)",,"(433.64, 365.91)","(321.11, 325.09)","(617.68, 296.61)","(603.31, 167.78)",,,,,,,,,,,,,,,,"(353.24, 318.39)",,,,,,,,,,"(57.54, 188.26)",,,,"(581.99, 294.81)",,,,,,,,,,,"(354.45, 329.54)","(425.94, 305.19)",,,,,"(183.51, 242.15)",,,,"(620.16, 129.22)","(553.24, 249.76)","(702.06, 88.14)",,,,"(484.47, 121.51)","(727.17, 364.85)",,,"(749.69, 307.13)",,,,,"(422.96, 333.86)",,,"(327.96, 223.98)",,,"(745.21, 254.33)","(61.25, 141.15)","(42.40, 230.25)",,"(91.15, 228.53)","(66.05, 260.50)",,"(205.93, 148.82)","(689.73, 314.74)","(189.42, 310.52)","(188.86, 205.57)","(348.86, 242.39)","(325.72, 364.14)","(418.49, 276.29)","(158.07, 135.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,"(202.26, 178.31)",,"(548.75, 62.37)","(438.69, 106.37)",,,"(679.57, 135.06)",,"(433.36, 366.05)","(321.21, 325.10)","(616.17, 296.21)","(603.58, 168.10)",,,,,,,,,,,,,,,,"(352.75, 320.77)",,,,,,,,,,"(54.62, 186.37)",,,,"(582.98, 291.52)",,,,,,,,,,,"(354.42, 329.73)","(425.02, 303.35)",,,,,"(183.52, 242.17)",,,,"(619.66, 126.53)","(553.11, 244.65)","(700.38, 86.12)",,,,"(484.05, 118.59)","(729.25, 364.89)",,,"(749.69, 306.86)",,,,,"(421.59, 333.75)",,,"(327.90, 224.01)",,,"(745.07, 250.58)","(60.72, 137.77)","(43.36, 228.78)",,"(91.48, 225.30)","(65.32, 256.33)",,"(206.51, 144.73)","(687.16, 313.13)","(188.15, 313.19)","(186.65, 202.27)","(349.80, 240.07)","(326.16, 364.03)","(418.39, 273.24)","(159.57, 132.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
