frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id75,id80,id81,id82,id83,id85,id86,id87,id101,id105,id109,id111,id115,id118,id119,id120,id124,id127,id134,id137,id140,id144,id145,id146,id147,id150,id152,id153,id154,id158,id159,id166,id167,id171,id172,id173,id176,id177,id179,id185,id188,id190,id198,id200,id201,id203,id211,id212,id215,id216,id217,id218,id219,id221,id228,id229,id230,id233,id236,id242,id249,id253,id255,id258,id262,id264,id268
131,,,,,"(489.70, 319.92)",,,,,,,,,"(478.02, 365.80)","(315.15, 360.19)","(618.09, 144.93)","(618.04, 61.44)",,,,,,,,,"(285.59, 363.18)",,,,,,,,,,,,,,,,,,,,,"(557.50, 126.91)",,,,,,,,,,,,,,,,,,,,,"(550.02, 58.73)","(554.73, 98.49)",,,,,,"(746.00, 295.04)",,,"(687.89, 365.23)",,,,,,,,"(328.97, 224.72)",,,"(726.93, 71.14)",,"(56.96, 152.25)","(421.33, 220.83)","(48.81, 44.98)",,,,"(684.13, 178.33)",,,"(352.22, 92.45)",,"(417.14, 152.53)",,,"(619.60, 130.88)",,"(214.06, 21.09)","(82.57, 20.74)","(436.37, 321.70)",,"(349.20, 362.04)","(65.04, 86.40)",,"(168.76, 144.76)",,"(320.43, 352.49)","(202.35, 207.73)",,,,,,,,,,,,,,,,,,,,,,
132,,,,,"(489.43, 317.59)",,,,,,,,,"(479.00, 365.63)",,"(618.28, 141.54)","(618.08, 61.41)",,,,,,,,,"(284.58, 363.65)",,,,,,,,,,,,,,,,,,,,,"(556.44, 123.34)",,,,,,,,,,,,,,,,,,,,,"(550.45, 60.59)","(555.00, 94.77)",,,,,,"(745.58, 292.57)",,,"(687.90, 365.24)",,,,,,,,"(328.98, 225.17)",,,"(727.82, 67.21)",,"(57.02, 152.21)","(421.46, 219.34)","(47.00, 42.55)",,,,"(684.19, 175.18)",,,"(351.57, 90.58)",,,,,"(619.56, 127.61)",,"(212.48, 20.30)","(82.54, 20.51)","(436.17, 321.95)",,"(348.14, 362.24)","(67.05, 83.29)",,"(166.78, 144.61)",,"(319.51, 352.34)","(201.51, 203.64)",,,,,,,,,,,,,,,,,,,,,,
133,,,,,"(489.48, 315.34)",,,,,,,,,"(480.36, 364.95)",,"(619.34, 138.05)","(618.01, 61.07)",,,,,,,,,"(283.98, 363.91)",,,,,,,,,,,,,,,,,,,,,"(555.60, 120.05)",,,,,,,,,,,,,,,,,,,,,"(551.17, 60.93)","(555.02, 90.94)",,,,,,"(744.77, 290.65)",,,"(688.47, 364.83)",,,,,,,,"(328.98, 225.13)",,,"(727.78, 63.50)",,"(57.09, 152.43)","(422.89, 217.55)","(43.68, 40.27)",,,,"(684.22, 171.18)",,,"(351.23, 88.75)",,,,,"(619.75, 124.74)",,"(210.96, 18.85)","(82.02, 18.15)","(436.20, 322.00)",,"(347.57, 362.33)","(68.36, 79.78)",,"(164.62, 144.96)",,"(318.63, 352.10)","(201.03, 200.05)",,,,,,,,,,,,,,,,,,,,,,
134,,,,,"(489.26, 313.15)",,,,,,,,,"(481.96, 364.64)",,"(619.37, 134.30)","(617.80, 60.02)",,,,,,,,,"(283.88, 364.08)",,,,,,,,,,,,,,,,,,,,,"(554.67, 117.42)",,,,,,,,,,,,,,,,,,,,,"(552.10, 61.62)","(555.06, 87.87)",,,,,,"(743.32, 287.68)",,,"(689.36, 365.01)",,,,,,,,"(328.93, 225.13)",,,"(727.58, 59.61)",,"(57.12, 152.45)","(423.95, 213.91)","(40.88, 39.09)",,,,"(684.18, 167.65)",,,"(350.72, 87.58)",,,,,"(619.85, 121.90)",,"(208.74, 17.62)","(80.65, 15.14)","(436.81, 321.83)",,"(347.23, 362.46)","(69.74, 76.41)",,"(162.90, 143.85)",,"(317.04, 352.01)","(199.44, 196.59)",,,,,,,,,,,,,,,,,,,,,,
135,,,,,"(488.88, 311.06)",,,,,,,,,"(482.15, 364.26)",,"(619.68, 130.91)","(617.79, 58.69)",,,,,,,,,"(283.79, 364.05)",,,,,,,,,,,,,,,,,,,,,"(554.52, 115.13)",,,,,,,,,,,,,,,,,,,,,"(553.72, 62.04)","(555.13, 84.76)",,,,,,"(742.05, 285.01)",,,"(690.69, 365.32)",,,,,,,,"(328.96, 225.13)",,,"(727.03, 56.00)",,"(57.22, 152.38)","(424.37, 212.80)","(37.97, 38.18)",,,,"(683.83, 164.37)",,,"(349.70, 86.43)",,,,,"(620.14, 118.84)",,"(206.34, 15.89)","(79.50, 12.50)","(436.47, 322.23)",,"(346.31, 362.49)","(70.64, 72.83)",,"(161.11, 143.32)",,"(315.97, 352.02)","(198.56, 193.36)",,,,,,,,,,,,,,,,,,,,,,
136,,,,,"(488.77, 308.98)",,,,,,,,,"(482.16, 364.27)",,"(619.75, 127.88)","(617.80, 56.95)",,,,,,,,,"(283.73, 363.74)",,,,,,,,,,,,,,,,,,,,,"(553.80, 113.02)",,,,,,,,,,,,,,,,,,,,,"(554.45, 61.88)","(555.04, 81.99)",,,,,,"(739.68, 282.31)",,,"(691.63, 365.65)",,,,,,,,"(328.98, 225.14)",,,"(726.87, 52.27)",,"(57.22, 152.41)","(424.75, 212.06)","(34.96, 36.93)",,,,"(683.90, 161.15)",,,"(349.64, 85.08)",,,,,"(620.13, 115.64)",,"(204.26, 14.85)","(77.92, 9.49)","(436.29, 322.33)",,"(345.64, 362.54)","(71.84, 68.97)",,"(160.17, 141.26)",,"(314.58, 351.98)","(196.64, 189.99)",,,,,,,,,,,,,,,,,,,,,,
137,,,,,"(488.11, 307.05)",,,,,,,,,"(482.52, 364.22)",,"(619.68, 125.31)","(617.61, 54.87)",,,,,,,,,"(283.44, 363.51)",,,,,,,,,,,,,,,,,,,,,"(553.56, 112.29)",,,,,,,,,,,,,,,,,,,,,"(555.69, 60.53)","(554.90, 77.77)",,,,,,"(738.15, 279.87)",,,"(692.92, 365.91)",,,,,,,,"(329.18, 224.87)",,,"(726.15, 48.67)",,"(57.22, 152.46)","(425.24, 210.41)","(32.87, 36.53)",,,,"(683.99, 157.58)",,,"(349.23, 83.85)",,,,,"(620.06, 112.41)",,"(201.18, 12.92)","(77.12, 7.11)","(436.39, 322.34)",,"(345.27, 362.71)","(72.35, 65.67)",,"(158.61, 139.18)",,"(312.64, 352.06)","(196.01, 187.22)",,,,,,,,,,,,,,,,,,,,,,
138,,,,,"(487.77, 305.65)",,,,,,,,,"(482.72, 364.26)",,"(619.73, 122.46)","(617.27, 53.23)",,,,,,,,,"(283.52, 363.30)",,,,,,,,,,,,,,,,,,,,,"(553.34, 111.71)",,,,,,,,,,,,,,,,,,,,,"(557.54, 59.49)","(554.64, 74.33)",,,,,,"(736.44, 277.19)",,,"(694.56, 366.25)",,,,,,,,"(329.49, 224.34)",,,"(725.69, 44.68)",,"(57.14, 152.51)","(426.26, 208.41)","(31.52, 35.49)",,,,"(683.89, 153.73)",,,"(348.26, 82.30)",,,,,"(620.14, 109.59)",,"(199.08, 11.46)","(76.02, 4.50)","(436.58, 322.39)",,"(344.86, 362.70)","(72.62, 61.47)",,"(157.41, 136.89)",,"(310.49, 352.14)","(194.37, 184.06)",,,,,,,,,,,,,,,,,,,,,,
139,,,,,"(487.27, 303.26)",,,,,,,,,"(483.28, 364.09)",,"(619.68, 120.17)","(617.23, 50.64)",,,,,,,,,"(283.62, 362.93)",,,,,,,,,,,,,,,,,,,,,"(553.37, 111.99)",,,,,,,,,,,,,,,,,,,,,"(559.49, 58.14)","(553.53, 71.08)",,,,,,"(734.42, 275.46)",,,"(695.29, 366.61)",,,,,,,,"(329.44, 223.83)",,,"(724.76, 41.29)",,"(57.03, 152.53)","(428.00, 205.72)","(29.72, 35.20)",,,,"(683.92, 150.35)",,,"(348.02, 80.61)",,,,,"(620.34, 106.55)",,"(196.55, 9.18)","(74.66, 3.17)","(436.54, 322.51)",,"(344.71, 362.34)","(72.25, 57.90)",,"(156.55, 134.77)",,"(307.89, 352.23)","(193.38, 180.89)",,,,,,,,,,,,,,,,,,,,,,
140,,,,,"(486.39, 302.01)",,,,,,,,,"(483.35, 364.13)",,"(619.89, 117.86)","(616.87, 48.57)",,,,,,,,,"(284.34, 362.56)",,,,,,,,,,,,,,,,,,,,,"(553.52, 112.22)",,,,,,,,,,,,,,,,,,,,,"(562.05, 57.70)","(553.34, 67.55)",,,,,,"(732.33, 273.22)",,,"(696.37, 366.78)",,,,,,,,"(329.63, 223.35)",,,"(723.85, 37.10)",,"(57.07, 152.62)","(429.52, 202.72)",,,,,"(684.12, 147.22)",,,"(347.82, 78.86)",,,,,"(620.12, 103.95)",,"(193.87, 7.43)","(73.29, 1.74)","(436.61, 322.56)","(300.10, 360.00)","(344.53, 362.21)","(71.57, 54.28)",,"(156.19, 132.08)",,"(304.90, 352.59)","(193.00, 177.64)",,,,,,,,,,,,,,,,,,,,,,
141,,,,,"(485.65, 300.80)",,,,,,,,,"(483.49, 364.20)",,"(619.97, 115.23)","(616.55, 46.25)",,,,,,,,,"(284.13, 362.10)",,,,,,,,,,,,,,,,,,,,,"(553.53, 112.43)",,,,,,,,,,,,,,,,,,,,,"(563.35, 56.99)","(553.37, 65.14)",,,,,,"(730.82, 272.40)",,,"(697.36, 366.58)",,,,,,,,"(329.85, 222.61)",,,"(722.19, 33.87)",,"(56.92, 152.60)","(431.52, 199.81)",,,,,"(684.59, 144.01)",,,"(347.53, 76.95)",,,,,"(619.88, 100.81)",,"(191.97, 5.90)","(72.70, 1.01)","(436.60, 322.45)","(299.33, 359.99)","(344.57, 361.94)","(71.10, 50.27)",,"(155.57, 128.72)",,"(302.31, 353.59)","(192.94, 174.83)","(215.85, 364.86)",,,,,,,,,,,,,,,,,,,,,
142,,,,,"(484.83, 299.25)",,,,,,,,,"(483.44, 364.35)","(315.25, 361.25)","(620.03, 111.85)","(616.28, 43.49)",,,,,,,,,"(284.33, 361.62)",,,,,,,,,,,,,,,,,,,,,"(553.52, 112.38)",,,,,,,,,,,,,,,,,,,,,"(565.35, 56.53)","(553.49, 61.95)",,,,,,"(728.52, 270.44)",,,"(698.91, 366.15)",,,,,,,,"(330.10, 221.76)",,,"(721.37, 29.80)",,"(56.76, 152.62)","(433.68, 195.86)",,,,,"(684.64, 140.10)",,,"(347.96, 74.28)",,,,,"(619.88, 96.95)",,"(189.55, 4.34)",,"(437.00, 322.50)","(298.41, 360.15)","(344.67, 361.91)","(69.89, 46.38)",,"(155.49, 125.68)",,"(300.66, 353.42)","(193.98, 171.15)","(215.82, 364.87)",,,,,,,,,,,,,,,,,,,,,
143,,,,,"(484.08, 298.20)",,,,,,,,,"(482.09, 364.83)","(315.29, 361.26)","(619.77, 109.13)","(616.17, 41.03)",,,,,,,,,"(284.75, 361.68)",,,,,,,,,,,,,,,,,,,,,"(553.56, 112.46)",,,,,,,,,,,,,,,,,,,,,"(567.69, 55.61)","(554.32, 59.66)",,,,,,"(726.21, 268.91)",,,"(700.76, 365.92)",,,,,,,,"(330.49, 221.17)",,,"(719.95, 26.00)",,"(56.72, 152.69)","(435.28, 192.15)",,,,,"(685.51, 136.87)",,,"(348.20, 71.83)",,,,,"(620.12, 93.57)",,"(187.58, 2.68)",,"(436.77, 322.63)","(297.44, 360.84)","(344.67, 361.87)","(69.10, 42.27)",,"(155.95, 122.60)",,"(299.42, 353.16)","(194.27, 167.82)","(215.39, 364.76)",,,,,,,,,,,,,,,,,,,,,
144,,,,,"(482.21, 296.58)",,,,,,,,,"(479.93, 364.19)","(315.03, 361.29)","(620.10, 105.79)","(616.20, 38.00)",,,,,,,,,"(285.03, 361.73)",,,,,,,,,,,,,,,,,,,,,"(553.56, 112.37)",,,,,,,,,,,,,,,,,,,,,"(570.21, 54.94)","(555.26, 57.66)",,,,,,"(723.57, 266.96)",,,"(702.35, 365.10)",,,,,,,,"(330.69, 220.69)",,,"(718.87, 22.44)",,"(56.74, 152.67)","(436.57, 188.75)",,,,,"(685.68, 134.10)",,,"(348.20, 69.36)",,,,,"(619.76, 89.88)",,"(185.40, 1.95)",,"(436.47, 322.64)","(295.98, 361.38)","(344.75, 361.71)","(67.51, 38.26)",,"(156.40, 119.73)",,"(297.93, 352.44)","(195.61, 165.16)","(213.97, 364.38)",,,,,,,,,,,,,,,,,,,,,
145,,,,,"(481.73, 295.72)",,,,,,,,,"(477.92, 364.38)","(315.03, 361.43)","(619.89, 102.30)","(615.90, 35.15)",,,,,,,,,"(285.07, 361.96)",,,,,,,,,,,,,,,,,,,,,"(553.47, 112.64)",,,,,,,,,,,,,,,,,,,,,"(572.78, 53.86)","(557.40, 55.33)",,,,,,"(721.01, 265.27)",,,"(704.37, 365.00)",,,,,,,,"(330.77, 220.50)",,,"(717.41, 19.32)",,"(56.69, 152.75)","(438.30, 185.11)",,,,,"(686.38, 131.51)",,,"(348.90, 66.39)",,,,,"(619.56, 86.50)",,"(184.16, 1.65)",,"(436.65, 322.68)","(295.22, 361.88)","(344.82, 361.62)","(66.41, 34.83)",,"(156.30, 116.60)",,"(296.67, 352.24)","(196.57, 161.73)","(213.03, 364.43)",,,,,,,,,,,,,,,,,,,,,
146,,,,,"(480.58, 295.02)",,,,,,,,,"(475.99, 364.06)","(315.30, 361.50)","(619.61, 98.80)","(616.01, 32.21)",,,,,,,,,"(285.06, 362.03)",,,,,,,,,,,,,,,,,,,,,"(553.44, 112.74)",,,,,,,,,,,,,,,,,,,,,"(575.46, 52.65)","(558.11, 53.08)",,,,,,"(718.69, 263.72)",,,"(705.13, 364.61)",,,,,,,,"(330.67, 220.56)",,,"(715.22, 15.17)",,"(56.65, 152.90)","(439.74, 182.57)",,,,,"(687.34, 128.02)",,,"(349.70, 63.35)",,,,,"(619.95, 83.23)",,"(184.44, 1.17)",,"(436.68, 323.08)","(294.10, 362.49)","(344.96, 361.59)","(64.64, 31.14)",,"(156.22, 113.30)",,"(294.80, 352.44)","(198.84, 159.32)","(212.27, 364.44)","(476.76, 124.72)",,,,,,,,,,,,,,,,,,,,
147,,,,,"(479.54, 294.30)",,,,,,,,,"(474.00, 364.07)","(315.33, 361.55)","(619.45, 95.39)","(616.03, 29.60)",,,,,,,,,"(285.25, 362.05)",,,,,,,,,,,,,,,,,,,,,"(553.38, 112.77)",,,,,,,,,,,,,,,,,,,,,"(579.58, 51.03)","(558.92, 51.44)",,,,,,"(716.56, 262.21)",,,"(706.23, 364.51)",,,,,,,,"(330.66, 220.60)",,,"(714.17, 11.72)",,"(56.69, 152.88)","(441.45, 180.25)",,,,,"(688.40, 125.82)",,,"(350.08, 60.62)",,,,,"(619.99, 80.18)",,,,"(436.67, 323.26)","(293.15, 362.62)","(345.05, 361.55)","(62.74, 27.79)",,"(155.78, 109.71)",,"(293.06, 352.52)","(201.43, 156.20)","(211.73, 364.43)","(476.34, 123.35)",,,,,,,,,,,,,,,,,,,,
148,,,,,"(478.39, 293.15)",,,,,,,,,"(472.57, 363.76)","(315.52, 361.39)","(619.33, 92.38)","(615.68, 26.88)",,,,,,,,,"(285.22, 361.98)",,,,,,,,,,,,,,,,,,,,,"(553.23, 112.65)",,,,,,,,,,,,,,,,,,,,,"(582.89, 50.05)","(560.17, 49.76)",,,,,,"(713.85, 260.79)",,,"(707.76, 364.17)",,,,,,,,"(330.64, 220.57)",,,"(712.46, 7.73)",,"(56.64, 152.94)","(442.24, 177.04)",,,,,"(689.42, 122.54)",,,"(350.35, 58.12)",,,,,"(619.65, 76.93)",,,,"(436.57, 322.55)","(291.96, 361.84)","(345.01, 361.66)","(60.80, 24.24)",,"(155.67, 106.39)",,"(291.46, 352.94)","(203.71, 154.09)","(211.35, 364.42)","(475.56, 121.01)",,,,,,,,,,,,,,,,,,,,
149,,,,,"(477.10, 292.29)",,,,,,,,,"(471.14, 363.60)","(315.52, 361.23)","(618.94, 88.75)","(615.47, 24.86)",,,,,,,,,"(285.44, 361.96)",,,,,,,,,,,,,,,,,,,,,"(553.16, 112.68)",,,,,,,,,,,,,,,,,,,,,"(585.95, 48.55)","(560.76, 48.93)",,,,,,"(710.96, 259.55)",,,"(709.33, 363.74)",,,,,,,,"(330.59, 220.54)",,,"(711.75, 4.24)",,"(56.47, 152.83)","(444.11, 174.00)",,,,,"(691.03, 120.77)",,,"(350.50, 55.34)",,,,,"(619.52, 73.77)",,,,"(436.52, 322.05)","(291.50, 361.55)","(345.11, 361.71)","(59.05, 21.09)",,"(155.24, 102.68)",,"(290.01, 353.48)","(205.72, 151.26)","(211.24, 364.37)","(475.18, 118.48)",,,,,,,,,,,,,,,,,,,,
150,,,,,"(475.04, 292.11)",,,,,,,,,"(469.84, 363.63)","(315.54, 361.24)","(618.85, 85.58)","(615.12, 22.96)",,,,,,,,,"(285.07, 362.12)",,,,,,,,,,,,,,,,,,,,,"(553.11, 112.74)",,,,,,,,,,,,,,,,,,,,,"(589.04, 47.48)","(561.29, 48.29)",,,,,,"(708.32, 257.59)",,,"(710.85, 363.67)",,,,,,,,"(330.56, 220.61)",,,"(710.50, 2.65)",,"(56.52, 152.94)","(445.80, 170.49)",,,,,"(692.99, 118.82)",,,"(350.72, 52.97)",,,,,"(620.11, 70.13)",,,,"(436.72, 321.99)","(290.63, 361.72)","(345.09, 361.67)","(56.83, 17.37)",,"(154.93, 98.64)",,"(288.83, 354.61)","(207.73, 149.30)","(211.18, 364.38)","(474.72, 116.06)",,,,,,,,,,,,,,,,,,,,
151,,,,,"(473.54, 292.09)",,,,,,,,,"(469.69, 364.40)","(315.23, 361.52)","(618.43, 81.62)","(615.08, 20.48)",,,,,,,,,"(286.38, 363.65)",,,,,,,,,,,,,,,,,,,,,"(553.18, 112.72)",,,,,,,,,,,,,,,,,,,,,"(592.66, 45.51)","(562.38, 46.26)",,,,,,"(707.31, 256.52)",,,"(712.23, 363.47)",,,,,,,,"(330.50, 220.63)",,,"(710.11, 1.29)",,"(56.48, 152.86)","(447.91, 166.86)",,,,,"(695.21, 117.32)",,,"(350.86, 49.86)",,,,,"(619.82, 66.81)",,,,"(436.84, 321.96)","(288.52, 361.38)","(345.07, 361.64)","(55.03, 14.06)",,"(154.42, 94.63)",,"(288.11, 355.92)","(208.72, 146.97)","(211.20, 364.39)","(474.18, 113.02)","(37.43, 35.39)",,,,,,,,,,,,,,,,,,,
152,,,,,"(473.36, 291.67)",,,,,,,,,"(469.71, 364.22)",,"(617.93, 78.11)","(614.64, 17.92)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.38, 112.64)",,,,,,,,,,,,,,,,,,,,,"(595.14, 44.45)","(563.93, 43.68)",,,,,,"(706.99, 256.23)",,,"(713.59, 363.25)",,,,,,,,"(330.44, 220.64)",,,,,"(56.48, 152.98)","(449.73, 163.56)",,,,,"(697.32, 116.03)",,,"(351.05, 47.11)",,,,,"(619.26, 63.79)",,,,"(436.89, 322.04)",,"(345.38, 361.41)","(53.45, 10.71)",,"(154.07, 91.47)",,"(287.52, 355.46)","(210.05, 144.87)","(211.27, 364.47)","(473.46, 109.78)","(37.54, 35.47)",,,,,,,,,,,,,,,,,,,
153,,,,,"(473.23, 291.37)",,,,,,,,,"(469.63, 364.25)",,"(618.25, 74.57)","(614.53, 15.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.38, 112.63)",,,,,,,,,,,,,,,,,,,,,"(597.67, 42.39)","(565.53, 40.99)",,,,,,"(707.03, 256.26)",,,"(715.54, 363.27)",,,,,,,,"(330.45, 220.69)",,,,,"(56.58, 153.14)","(451.99, 160.71)",,,,,"(699.52, 114.27)",,,"(351.48, 43.98)",,,,,"(619.03, 61.10)",,,,"(436.66, 322.04)",,"(345.90, 360.95)","(53.10, 7.33)",,"(153.66, 88.16)",,"(287.41, 355.38)","(211.01, 142.19)","(211.26, 364.50)","(473.12, 107.03)","(37.75, 35.48)",,,,,,,,,,,,,,,,,,,
154,,,,,"(472.94, 290.55)",,,,,,,,,"(469.38, 363.53)",,"(617.69, 70.58)","(614.09, 13.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.34, 112.58)",,,,,,,,,,,,,,,,,,,,,"(600.05, 41.06)","(567.17, 38.21)",,,,,,"(706.94, 256.12)",,,"(717.28, 363.06)",,,,,,,,"(330.53, 220.74)",,,,,"(56.55, 153.10)","(453.07, 157.82)",,,,,"(701.79, 113.55)",,,"(352.05, 40.38)",,,,,"(619.18, 58.22)",,,,"(436.63, 322.05)",,"(347.18, 359.52)","(51.87, 3.91)",,"(153.44, 85.49)",,"(287.19, 355.55)","(211.14, 139.46)","(211.59, 364.66)","(472.37, 104.25)","(37.79, 35.53)",,,,,,,,,,,,,,,,,,,
155,,,,,"(472.69, 288.40)",,,,,,,,,"(468.86, 363.29)",,"(617.10, 67.22)","(613.72, 11.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.46, 112.72)",,,,,,,,,,,,,,,,,,,,,"(601.95, 39.22)","(568.46, 35.63)",,,,,,"(705.81, 255.20)",,,"(718.89, 362.79)",,,,,,,,"(330.26, 220.97)",,,,,"(56.60, 153.11)","(454.49, 154.58)",,,,,"(703.99, 111.90)",,,"(352.09, 37.11)",,,,,"(618.69, 55.16)",,,,"(437.06, 322.35)",,"(345.26, 360.23)","(51.56, 2.11)",,"(153.24, 82.55)",,"(287.27, 355.49)","(211.12, 136.52)","(211.64, 364.65)","(471.69, 101.37)","(37.84, 35.50)",,,,,,,,,,,,,,,,,,,
156,,,,,"(472.06, 285.84)",,,,,,,,,"(466.65, 363.24)",,"(616.79, 63.90)","(613.25, 8.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.50, 112.71)",,,,,,,,,,,,,,,,,,,,,"(604.02, 37.38)","(570.46, 32.37)",,,,,,"(703.97, 252.92)",,,"(719.70, 362.69)",,,,,,,,"(330.24, 221.03)",,,,,"(56.75, 153.44)","(455.75, 151.48)",,,,,"(706.21, 110.82)",,,"(352.16, 34.15)",,,,,"(618.41, 52.31)",,,,"(436.98, 322.32)",,,,,"(153.08, 80.09)",,"(287.03, 355.58)","(210.65, 133.22)",,"(470.75, 98.32)","(37.71, 35.47)",,,,,,,,,,,,,,,,,,,
157,,,,,"(470.94, 282.66)",,,,,,,,,"(464.99, 363.18)",,"(616.07, 60.80)","(613.49, 6.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.48, 112.83)",,,,,,,,,,,,,,,,,,,,,"(605.70, 35.17)","(571.84, 29.24)",,,,,,"(701.68, 250.78)",,,"(719.65, 362.73)",,,,,,,,"(330.34, 221.06)",,,,,"(57.12, 153.94)","(457.91, 149.00)",,,,,"(708.48, 108.95)",,,"(351.96, 31.13)",,,,,"(618.63, 50.09)",,,,"(437.03, 322.30)",,,,,"(153.12, 77.34)",,"(287.14, 355.54)","(210.61, 129.84)",,"(470.17, 96.05)","(37.62, 34.91)",,,,,,,,,,,,,,,,,,,
158,,,,,"(470.43, 279.36)",,,,,,,,,"(462.89, 363.16)",,"(614.85, 58.85)","(613.38, 4.59)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.44, 112.89)",,,,,,,,,,,,,,,,,,,,,"(607.66, 33.22)","(573.02, 25.74)",,,,,,"(699.71, 248.99)",,,"(720.21, 362.78)",,,,,,,,"(330.25, 221.21)",,,,,"(56.79, 154.51)","(459.06, 145.86)",,,,,"(710.94, 107.17)",,,"(351.78, 28.01)",,,,,"(618.30, 46.21)",,,,"(436.86, 322.31)",,,,,"(153.02, 75.06)",,"(287.11, 355.54)","(210.31, 127.04)",,"(469.10, 93.13)","(37.89, 33.68)",,,,,,,,,,,,,,,,,,,
159,,,,,"(469.09, 276.91)",,,,,,,,,"(460.90, 363.44)",,"(613.30, 56.75)","(614.02, 2.81)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.41, 112.90)",,,,,,,,,,,,,,,,,,,,,"(609.44, 31.40)","(573.98, 22.30)",,,,,,"(697.47, 248.07)",,,"(720.22, 362.76)",,,,,,,,"(330.24, 221.30)",,,,,"(55.85, 153.64)","(460.96, 143.39)",,,,,"(712.62, 105.20)",,,"(351.49, 25.24)",,,,,"(618.51, 42.93)",,,,"(436.98, 322.25)",,,,,"(153.22, 73.15)",,"(287.51, 355.28)","(209.90, 124.03)",,"(466.91, 90.33)","(38.24, 31.86)",,,,,,,,,,,,,,,,,,,
160,,,,,"(468.31, 273.84)",,,,,,,,,"(458.79, 363.51)",,"(611.83, 54.78)","(612.76, 2.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.52, 112.96)",,,,,,,,,,,,,,,,,,,,,"(611.01, 29.89)","(575.38, 19.92)",,,,,,"(695.15, 245.99)",,,"(720.23, 362.85)",,,,,,,,"(330.23, 221.35)",,,,,"(55.04, 152.19)","(461.91, 140.55)",,,,,"(715.43, 103.15)",,,"(351.36, 22.40)",,,,,"(618.72, 39.57)",,,,"(437.00, 322.34)",,,,,"(153.60, 71.03)",,"(287.12, 355.29)","(209.43, 121.06)",,"(464.99, 87.68)","(39.52, 29.92)",,,,,,,,,,,,,,,,,,,
161,,,,,"(467.13, 271.35)",,,,,,,,,"(457.81, 363.31)",,"(610.03, 53.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.53, 112.89)",,,,,,,,,,,,,,,,,,,,,"(612.68, 28.59)","(576.32, 17.36)",,,,,,"(692.73, 245.05)",,,"(719.68, 362.31)",,,,,,,,"(330.21, 221.39)",,,,,"(54.67, 150.71)","(462.90, 138.97)",,,,,"(718.03, 101.58)",,,"(351.13, 19.93)",,,,,"(618.82, 36.50)",,,,"(436.92, 322.41)",,,,,"(154.24, 68.48)",,"(287.23, 355.32)","(209.66, 117.45)",,"(463.47, 85.48)","(40.92, 27.96)",,,,,,,,,,,,,,,,,,,
162,,,,,"(466.37, 268.84)",,,,,,,,,"(456.43, 363.31)",,"(607.71, 51.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.57, 113.01)",,,,,,,,,,,,,,,,,,,,,"(613.84, 27.34)","(578.42, 14.63)",,,,,,"(690.74, 243.54)",,,,,,,,,,,"(330.08, 221.69)",,,,,"(53.72, 148.99)","(463.97, 137.49)",,,,,"(719.82, 99.72)",,,"(350.99, 17.07)",,,,,"(619.10, 33.56)",,,,"(436.58, 322.50)",,,,,"(155.71, 66.01)",,"(287.24, 355.28)","(209.69, 114.55)",,"(462.17, 83.62)","(42.62, 25.50)","(289.74, 368.87)",,,,,,,,,,,,,,,,,,
163,,,,,"(466.37, 267.07)",,,,,,,,,"(455.65, 363.24)",,"(604.97, 50.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(553.64, 112.99)",,,,,,,,,,,,,,,,,,,,,"(616.35, 28.91)","(579.84, 11.81)",,,,,,"(689.30, 243.13)",,,,,,,,,,,"(329.84, 222.00)",,,,,"(52.86, 147.55)","(464.83, 135.99)",,,,,"(722.91, 98.62)",,,"(350.87, 14.21)",,,,,"(619.09, 32.47)",,,,"(436.74, 322.49)",,,,,"(156.86, 64.36)",,"(287.29, 355.29)","(209.61, 110.71)",,"(461.17, 81.13)","(43.97, 23.15)","(289.75, 368.80)","(329.89, 363.07)",,,,,,,,,,,,,,,,,
